transaction_id,merchant_id,product_id,amount,transaction_date,payment_mode,card_type
TXN04676,M003,P1786,4705,23-07-2023,UPI,Amex
TXN04677,M003,P4826,1683,25-05-2023,UPI,NA
TXN04678,M001,P3222,2321,11-04-2023,UPI,NA
TXN04679,M002,P2346,1889,25-03-2023,Cash,Visa
TXN04680,M002,P4821,354,23-09-2023,Card,Amex
TXN04681,M002,P4593,4124,20-02-2023,UPI,NA
TXN04682,M002,P2755,2091,11-11-2023,Card,NA
TXN04683,M003,P1645,1713,29-10-2023,Card,Visa
TXN04684,M001,P3510,2590,23-09-2023,Card,Master
TXN04685,M001,P1951,991,23-05-2023,Card,Master
TXN04686,M003,P4388,2307,05-01-2023,Cash,NA
TXN04687,M003,P2435,1264,03-08-2023,Cash,Visa
TXN04688,M001,P2141,1618,23-08-2023,Card,Amex
TXN04689,M002,P1185,4485,26-10-2023,Card,Master
TXN04690,M003,P4362,2663,05-02-2023,Cash,NA
TXN04691,M003,P2651,3934,02-12-2023,Cash,Visa
TXN04692,M001,P3968,1737,03-10-2023,UPI,NA
TXN04693,M003,P2067,965,17-12-2023,UPI,Visa
TXN04694,M002,P4398,3649,09-08-2023,Card,Visa
TXN04695,M001,P1087,4826,13-12-2023,Card,NA
TXN04696,M002,P1178,121,17-05-2023,Cash,Amex
TXN04697,M001,P3666,948,27-06-2023,Card,Master
TXN04698,M003,P3044,1450,14-09-2023,Card,Master
TXN04699,M001,P4707,3330,17-06-2023,UPI,Master
TXN04700,M003,P1301,119,14-08-2023,Cash,Visa
TXN04701,M002,P2212,4441,23-09-2023,Cash,Amex
TXN04702,M002,P0803,2335,25-08-2023,Cash,Master
TXN04703,M002,P3651,3729,16-05-2023,Card,NA
TXN04704,M001,P0848,518,25-01-2023,Cash,NA
TXN04705,M003,P0775,1613,28-11-2023,Card,NA
TXN04706,M001,P1631,4045,09-08-2023,Card,Amex
TXN04707,M002,P2296,3431,12-01-2023,Cash,NA
TXN04708,M003,P2293,2186,04-03-2023,Card,NA
TXN04709,M002,P3971,3396,18-11-2023,Card,Master
TXN04710,M001,P1152,2689,03-09-2023,UPI,Amex
TXN04711,M003,P2645,3116,17-05-2023,UPI,Amex
TXN04712,M002,P3245,1694,27-08-2023,Card,NA
TXN04713,M002,P1374,4198,21-05-2023,Cash,NA
TXN04714,M002,P0920,1674,13-02-2023,UPI,NA
TXN04715,M001,P2187,3217,24-05-2023,Cash,Amex
TXN04716,M001,P3038,4329,24-04-2023,Cash,Amex
TXN04717,M002,P4000,4071,11-01-2023,Card,Master
TXN04718,M001,P1258,1176,12-08-2023,UPI,Amex
TXN04719,M001,P4226,728,11-10-2023,Card,Master
TXN04720,M002,P4316,2856,31-07-2023,Cash,Visa
TXN04721,M003,P4179,3626,11-07-2023,UPI,Master
TXN04722,M003,P1365,3631,08-06-2023,Cash,NA
TXN04723,M001,P1540,1208,17-03-2023,Cash,Master
TXN04724,M001,P3994,1146,19-03-2023,UPI,Visa
TXN04725,M002,P3405,527,10-06-2023,Card,Amex
TXN04726,M003,P3392,4278,07-01-2023,Card,Master
TXN04727,M003,P4239,166,24-03-2023,UPI,Amex
TXN04728,M002,P3007,1171,14-10-2023,Cash,Amex
TXN04729,M003,P2748,2727,18-07-2023,UPI,NA
TXN04730,M002,P0342,1655,31-12-2023,Card,Master
TXN04731,M002,P0393,4886,19-05-2023,Cash,Master
TXN04732,M003,P4174,3748,10-02-2023,Cash,Visa
TXN04733,M001,P3325,536,09-09-2023,UPI,Amex
TXN04734,M001,P2222,621,24-01-2023,Card,Amex
TXN04735,M003,P0120,1207,07-05-2023,Card,Visa
TXN04736,M001,P2566,4769,18-07-2023,Card,Visa
TXN04737,M002,P3066,3741,07-12-2023,Card,Visa
TXN04738,M002,P1542,1441,12-11-2023,Card,NA
TXN04739,M002,P1601,1161,02-05-2023,UPI,Visa
TXN04740,M002,P2080,174,24-07-2023,Card,NA
TXN04741,M001,P3524,2499,28-04-2023,Cash,Visa
TXN04742,M001,P1933,2175,14-05-2023,Card,Amex
TXN04743,M002,P0430,415,15-07-2023,Card,Amex
TXN04744,M001,P4008,4246,19-03-2023,Card,Visa
TXN04745,M002,P1239,3042,24-03-2023,UPI,Visa
TXN04746,M001,P0140,262,25-08-2023,UPI,NA
TXN04747,M003,P3141,3613,13-12-2023,Card,Amex
TXN04748,M003,P1297,4409,08-07-2023,UPI,Visa
TXN04749,M002,P3287,608,04-12-2023,UPI,NA
TXN04750,M002,P1735,4098,14-09-2023,UPI,NA
TXN04751,M001,P0092,3517,11-09-2023,Cash,Visa
TXN04752,M002,P0643,191,06-02-2023,UPI,NA
TXN04753,M002,P3851,255,05-02-2023,UPI,NA
TXN04754,M003,P4018,4302,25-08-2023,Cash,Amex
TXN04755,M002,P1807,1298,20-02-2023,Cash,Amex
TXN04756,M001,P0323,1081,28-06-2023,Cash,Master
TXN04757,M001,P3641,3392,27-05-2023,Cash,NA
TXN04758,M001,P3323,4270,22-01-2023,Cash,Visa
TXN04759,M001,P3950,3253,16-03-2023,Cash,NA
TXN04760,M001,P4131,2284,21-10-2023,UPI,Amex
TXN04761,M001,P1580,2471,01-01-2023,Card,Master
TXN04762,M003,P3073,4106,08-04-2023,Card,Master
TXN04763,M003,P4452,3649,17-08-2023,UPI,Amex
TXN04764,M001,P3897,4185,21-05-2023,UPI,Amex
TXN04765,M001,P4207,2973,01-03-2023,Cash,Master
TXN04766,M002,P4954,4966,08-03-2023,Cash,NA
TXN04767,M003,P2273,301,21-05-2023,UPI,Amex
TXN04768,M002,P2362,2142,04-06-2023,UPI,Amex
TXN04769,M001,P4129,2419,19-02-2023,UPI,NA
TXN04770,M002,P3459,2409,24-07-2023,UPI,Master
TXN04771,M003,P1482,4881,15-06-2023,UPI,Visa
TXN04772,M002,P3723,4860,05-06-2023,UPI,NA
TXN04773,M001,P1026,1563,07-04-2023,Card,NA
TXN04774,M001,P0816,2410,04-11-2023,Card,Amex
TXN04775,M001,P0453,3062,22-10-2023,Card,NA
TXN04776,M003,P0837,4510,12-12-2023,Cash,Master
TXN04777,M001,P4498,1626,17-04-2023,Cash,Master
TXN04778,M001,P3366,2607,06-11-2023,Card,Amex
TXN04779,M002,P2481,3089,10-10-2023,Card,Visa
TXN04780,M001,P2456,339,02-01-2023,Card,Amex
TXN04781,M001,P1162,150,15-05-2023,Card,Amex
TXN04782,M002,P4227,353,18-09-2023,Card,NA
TXN04783,M002,P2054,1494,13-03-2023,UPI,Master
TXN04784,M002,P3063,1701,30-12-2023,UPI,Amex
TXN04785,M003,P0488,506,30-05-2023,Cash,Visa
TXN04786,M003,P2743,222,01-12-2023,UPI,Master
TXN04787,M002,P1924,2928,15-02-2023,Card,Master
TXN04788,M003,P0021,4993,02-03-2023,Card,NA
TXN04789,M002,P0989,3013,20-02-2023,Card,NA
TXN04790,M001,P4497,988,08-04-2023,Card,Amex
TXN04791,M002,P2601,2876,22-05-2023,UPI,Master
TXN04792,M003,P1487,2423,17-06-2023,Card,Visa
TXN04793,M001,P3582,569,20-11-2023,Cash,Master
TXN04794,M001,P4057,3246,06-06-2023,UPI,Amex
TXN04795,M001,P3450,4600,05-03-2023,UPI,NA
TXN04796,M002,P4344,1016,12-07-2023,UPI,NA
TXN04797,M002,P2954,1392,16-05-2023,Cash,Master
TXN04798,M003,P4595,3166,08-06-2023,Cash,Visa
TXN04799,M003,P2354,2069,02-09-2023,UPI,NA
TXN04800,M001,P1032,1989,08-04-2023,Card,NA
TXN04801,M002,P3566,1911,27-09-2023,Card,Visa
TXN04802,M002,P2396,2948,06-09-2023,Cash,Visa
TXN04803,M001,P2033,3426,10-12-2023,UPI,Master
TXN04804,M003,P3420,2616,28-09-2023,Card,Visa
TXN04805,M002,P3502,1307,09-11-2023,UPI,NA
TXN04806,M003,P4925,510,30-06-2023,Card,Visa
TXN04807,M003,P2854,2814,08-08-2023,Cash,NA
TXN04808,M001,P3811,3045,08-06-2023,UPI,Amex
TXN04809,M002,P0686,2692,29-10-2023,Card,Visa
TXN04810,M001,P4821,4779,11-01-2023,Card,Visa
TXN04811,M001,P2477,2911,22-10-2023,Cash,Visa
TXN04812,M001,P3938,646,28-02-2023,Card,NA
TXN04813,M002,P0981,3101,22-03-2023,Card,Master
TXN04814,M003,P3574,310,01-04-2023,Cash,NA
TXN04815,M001,P0599,2674,25-12-2023,UPI,NA
TXN04816,M001,P0142,4037,04-05-2023,UPI,Master
TXN04817,M003,P4248,4410,10-12-2023,UPI,NA
TXN04818,M002,P2446,3779,22-11-2023,Cash,Visa
TXN04819,M002,P0750,1958,18-09-2023,Card,Amex
TXN04820,M003,P0747,2120,30-04-2023,Card,NA
TXN04821,M002,P4795,4228,26-02-2023,Cash,Master
TXN04822,M002,P2774,3550,31-05-2023,UPI,Amex
TXN04823,M003,P0338,396,08-04-2023,Card,Visa
TXN04824,M003,P0604,4668,21-12-2023,Cash,Master
TXN04825,M001,P4673,1601,07-08-2023,Card,Amex
TXN04826,M001,P4066,1269,16-01-2023,Cash,Visa
TXN04827,M001,P3444,3196,03-02-2023,Cash,NA
TXN04828,M002,P1910,4426,14-07-2023,Card,NA
TXN04829,M003,P0858,349,23-04-2023,Card,NA
TXN04830,M003,P0256,1741,06-01-2023,Card,Amex
TXN04831,M002,P2824,2226,15-11-2023,Card,Master
TXN04832,M003,P1550,1954,27-07-2023,Cash,Amex
TXN04833,M001,P4900,1197,25-12-2023,UPI,Master
TXN04834,M003,P4907,102,09-01-2023,Card,Master
TXN04835,M002,P3404,2652,18-07-2023,Cash,Master
TXN04836,M003,P1716,3207,26-11-2023,Card,NA
TXN04837,M002,P1200,958,04-03-2023,Card,NA
TXN04838,M002,P0276,2278,08-09-2023,UPI,Master
TXN04839,M003,P3467,2484,30-09-2023,UPI,NA
TXN04840,M001,P3371,814,06-04-2023,UPI,Visa
TXN04841,M003,P0857,670,29-09-2023,UPI,Amex
TXN04842,M002,P2802,1661,22-02-2023,UPI,NA
TXN04843,M003,P4712,4006,20-04-2023,UPI,Master
TXN04844,M001,P1109,3951,09-09-2023,UPI,Amex
TXN04845,M001,P0283,139,17-11-2023,Cash,Amex
TXN04846,M003,P4542,1900,06-09-2023,UPI,NA
TXN04847,M002,P2204,1222,20-12-2023,UPI,NA
TXN04848,M001,P1881,4459,20-05-2023,Card,Amex
TXN04849,M003,P0772,2125,01-09-2023,UPI,Amex
TXN04850,M002,P2931,755,26-07-2023,Card,Amex
TXN04851,M001,P0515,1031,17-02-2023,Cash,Master
TXN04852,M001,P0318,4140,05-03-2023,Cash,Amex
TXN04853,M001,P2282,3040,17-03-2023,Cash,Master
TXN04854,M001,P1025,148,01-03-2023,Cash,Visa
TXN04855,M003,P0982,4669,01-08-2023,Cash,Amex
TXN04856,M001,P3346,4028,29-08-2023,Card,Amex
TXN04857,M002,P3811,1430,04-09-2023,UPI,Master
TXN04858,M003,P3392,3735,23-01-2023,UPI,Master
TXN04859,M001,P4584,4748,05-07-2023,UPI,NA
TXN04860,M003,P1934,2332,29-12-2023,UPI,Amex
TXN04861,M001,P3714,2424,28-02-2023,UPI,Visa
TXN04862,M002,P1988,4645,20-05-2023,UPI,Master
TXN04863,M001,P3753,4614,27-12-2023,UPI,NA
TXN04864,M003,P3865,3084,29-12-2023,UPI,Amex
TXN04865,M003,P2830,2521,01-06-2023,Cash,Master
TXN04866,M001,P4336,4812,29-05-2023,Cash,Master
TXN04867,M002,P0998,4800,08-12-2023,Cash,Master
TXN04868,M001,P0668,1450,03-03-2023,Cash,Amex
TXN04869,M002,P4931,208,10-04-2023,Cash,NA
TXN04870,M002,P4921,4016,03-02-2023,Card,NA
TXN04871,M002,P1389,2764,06-01-2023,Cash,Master
TXN04872,M003,P0235,1505,26-03-2023,Cash,Amex
TXN04873,M001,P0361,444,11-03-2023,Card,NA
TXN04874,M001,P2934,4855,07-04-2023,UPI,NA
TXN04875,M003,P2835,3309,14-05-2023,Card,Amex
TXN04876,M003,P1797,532,19-05-2023,UPI,Visa
TXN04877,M002,P3475,186,21-03-2023,UPI,Visa
TXN04878,M003,P1788,4591,16-09-2023,UPI,Visa
TXN04879,M001,P3748,990,22-08-2023,Card,Master
TXN04880,M002,P3009,941,08-12-2023,Cash,NA
TXN04881,M003,P4816,3203,05-07-2023,Cash,Master
TXN04882,M002,P1053,3848,02-06-2023,Cash,Master
TXN04883,M002,P4292,4761,08-10-2023,Cash,Amex
TXN04884,M003,P0305,3838,02-07-2023,UPI,NA
TXN04885,M001,P1149,2851,10-01-2023,Cash,NA
TXN04886,M002,P0335,3731,09-10-2023,Card,Amex
TXN04887,M002,P1937,4104,05-10-2023,Cash,Master
TXN04888,M003,P0363,2127,24-10-2023,Card,Master
TXN04889,M003,P3330,4205,02-08-2023,Cash,Visa
TXN04890,M002,P3399,1991,31-07-2023,Card,Visa
TXN04891,M001,P4231,2903,26-05-2023,Card,Master
TXN04892,M003,P0649,4716,12-02-2023,UPI,Visa
TXN04893,M002,P2655,1963,02-02-2023,Cash,Visa
TXN04894,M002,P3190,512,18-05-2023,Card,Amex
TXN04895,M001,P0752,2446,12-11-2023,Card,Visa
TXN04896,M001,P2999,3312,18-04-2023,Card,Visa
TXN04897,M002,P2037,3416,07-12-2023,Card,Visa
TXN04898,M003,P2867,2405,21-06-2023,Cash,Master
TXN04899,M001,P1423,4190,15-06-2023,Card,Visa
TXN04900,M001,P4792,3094,04-03-2023,Card,Visa
TXN04901,M003,P4807,4797,08-09-2023,Cash,Master
TXN04902,M003,P2033,1608,06-10-2023,UPI,Master
TXN04903,M001,P3363,1834,20-12-2023,Card,Master
TXN04904,M003,P1306,2184,11-09-2023,Cash,Amex
TXN04905,M003,P0628,1285,08-04-2023,Card,Master
TXN04906,M002,P2707,687,26-12-2023,Cash,NA
TXN04907,M003,P2426,3703,15-01-2023,UPI,Amex
TXN04908,M001,P3544,3526,08-05-2023,Card,Master
TXN04909,M001,P4123,293,11-04-2023,Card,NA
TXN04910,M001,P2608,2295,01-08-2023,Cash,NA
TXN04911,M002,P2017,1223,30-06-2023,Cash,Visa
TXN04912,M002,P0812,794,27-02-2023,UPI,Master
TXN04913,M001,P4216,3262,12-03-2023,UPI,Amex
TXN04914,M002,P2854,2627,04-11-2023,Cash,Amex
TXN04915,M002,P1779,1213,21-03-2023,UPI,NA
TXN04916,M001,P2083,2392,30-11-2023,Card,Visa
TXN04917,M002,P3133,4140,27-11-2023,UPI,Visa
TXN04918,M001,P1196,1954,26-08-2023,UPI,Visa
TXN04919,M003,P0991,1917,23-12-2023,Card,NA
TXN04920,M001,P2961,2248,25-11-2023,Cash,NA
TXN04921,M003,P0037,4631,17-06-2023,UPI,Amex
TXN04922,M002,P2311,201,23-09-2023,Cash,Visa
TXN04923,M002,P0795,1352,13-04-2023,Card,NA
TXN04924,M002,P0787,4079,02-08-2023,Card,Master
TXN04925,M002,P2310,1134,28-02-2023,Card,Master
TXN04926,M003,P4091,4816,13-01-2023,Cash,NA
TXN04927,M001,P3227,3229,12-09-2023,Cash,Amex
TXN04928,M003,P0204,1479,29-11-2023,Card,Visa
TXN04929,M003,P4838,1735,18-08-2023,Cash,NA
TXN04930,M002,P0765,1786,10-09-2023,UPI,Master
TXN04931,M002,P4164,4746,28-06-2023,Cash,Amex
TXN04932,M002,P4262,2116,02-11-2023,Card,Amex
TXN04933,M002,P1086,3495,03-08-2023,UPI,Amex
TXN04934,M003,P1887,2929,28-12-2023,Cash,NA
TXN04935,M001,P3486,208,15-02-2023,Cash,Visa
TXN04936,M003,P1876,3394,20-03-2023,Cash,Visa
TXN04937,M002,P2484,2748,17-09-2023,UPI,Amex
TXN04938,M001,P2565,4362,02-06-2023,UPI,Visa
TXN04939,M001,P3949,4361,09-12-2023,Cash,Master
TXN04940,M002,P4476,3961,31-03-2023,Card,NA
TXN04941,M003,P4995,4048,02-05-2023,Cash,Master
TXN04942,M001,P1807,2460,04-06-2023,Card,Visa
TXN04943,M003,P2951,2796,01-01-2023,Card,Amex
TXN04944,M002,P3422,3649,03-03-2023,Cash,Visa
TXN04945,M002,P0181,749,30-09-2023,Card,NA
TXN04946,M002,P2207,2796,06-02-2023,Card,Visa
TXN04947,M002,P3524,924,08-02-2023,Card,Master
TXN04948,M002,P1481,1856,20-07-2023,Cash,Visa
TXN04949,M002,P0504,1654,27-05-2023,Cash,NA
TXN04950,M002,P1602,1008,05-06-2023,UPI,Visa
TXN04951,M001,P2666,1240,07-10-2023,Card,Visa
TXN04952,M003,P0714,2793,08-09-2023,Cash,NA
TXN04953,M003,P2789,2570,07-05-2023,UPI,Visa
TXN04954,M001,P0414,452,16-10-2023,Cash,Amex
TXN04955,M001,P3815,3371,05-05-2023,Card,Visa
TXN04956,M001,P1712,3615,05-12-2023,UPI,NA
TXN04957,M001,P0601,1886,25-07-2023,UPI,Amex
TXN04958,M003,P4056,3718,23-08-2023,UPI,Master
TXN04959,M003,P3173,3937,10-10-2023,UPI,NA
TXN04960,M002,P0575,1405,07-01-2023,UPI,Master
TXN04961,M003,P3995,355,24-07-2023,Card,Master
TXN04962,M002,P4310,3747,12-08-2023,Card,Visa
TXN04963,M002,P1254,2804,18-11-2023,Cash,Visa
TXN04964,M001,P3141,341,11-09-2023,Card,Amex
TXN04965,M003,P4686,373,11-10-2023,Card,Visa
TXN04966,M001,P3765,4646,13-02-2023,Card,Amex
TXN04967,M003,P3615,4978,27-09-2023,Card,Amex
TXN04968,M002,P0160,4227,29-01-2023,Cash,Amex
TXN04969,M001,P3003,4559,09-11-2023,Card,Amex
TXN04970,M003,P0377,3987,06-02-2023,Cash,Visa
TXN04971,M003,P4148,722,12-04-2023,UPI,Visa
TXN04972,M001,P0501,4249,10-08-2023,Cash,NA
TXN04973,M001,P3147,3673,03-04-2023,Card,Visa
TXN04974,M001,P1614,936,06-05-2023,UPI,Master
TXN04975,M003,P3600,3176,11-03-2023,Cash,Master
TXN04976,M002,P4747,332,23-08-2023,UPI,Visa
TXN04977,M003,P2253,611,06-10-2023,Cash,NA
TXN04978,M002,P0647,1224,25-10-2023,Cash,NA
TXN04979,M003,P4627,2020,09-11-2023,Card,Amex
TXN04980,M003,P2240,888,03-10-2023,Cash,Visa
TXN04981,M003,P2291,1458,30-04-2023,Card,Visa
TXN04982,M002,P1779,1133,16-05-2023,Cash,Visa
TXN04983,M002,P3206,2096,06-09-2023,Card,Master
TXN04984,M003,P3125,379,31-07-2023,UPI,NA
TXN04985,M002,P4167,2450,30-08-2023,Cash,Master
TXN04986,M002,P4641,896,28-12-2023,Cash,Visa
TXN04987,M003,P0708,4075,31-03-2023,Card,Visa
TXN04988,M003,P0852,2210,19-10-2023,UPI,Master
TXN04989,M001,P1090,2552,16-06-2023,Card,Master
TXN04990,M003,P2325,3580,14-03-2023,Card,Visa
TXN04991,M002,P4898,2149,06-07-2023,Card,Visa
TXN04992,M002,P1584,547,12-10-2023,Cash,NA
TXN04993,M003,P1699,853,22-05-2023,Cash,Visa
TXN04994,M002,P0289,1441,26-07-2023,Cash,NA
TXN04995,M002,P1962,3745,30-07-2023,Cash,Amex
TXN04996,M003,P3391,1274,15-04-2023,UPI,Visa
TXN04997,M002,P3125,4768,26-11-2023,Cash,Amex
TXN04998,M002,P0491,4371,30-03-2023,Cash,Visa
TXN04999,M001,P4094,4196,16-09-2023,Card,NA
TXN05000,M003,P0739,2567,26-07-2023,Card,Visa
TXN05001,M002,P3483,1422,10-06-2023,Card,Master
TXN05002,M003,P0888,782,27-04-2023,Card,Master
TXN05003,M003,P3044,2253,25-06-2023,Cash,NA
TXN05004,M001,P2774,807,27-11-2023,UPI,Visa
TXN05005,M003,P0807,4174,06-03-2023,Cash,Master
TXN05006,M001,P0899,116,24-10-2023,UPI,NA
TXN05007,M002,P3178,3736,24-12-2023,Card,Amex
TXN05008,M003,P1344,1569,15-01-2023,Card,Amex
TXN05009,M001,P2455,3756,03-11-2023,UPI,NA
TXN05010,M001,P2442,1574,24-04-2023,UPI,Amex
TXN05011,M002,P2184,1184,10-10-2023,Card,Master
TXN05012,M001,P2318,1535,11-06-2023,UPI,NA
TXN05013,M001,P1504,974,14-06-2023,Card,NA
TXN05014,M003,P1683,2262,17-10-2023,Cash,Visa
TXN05015,M003,P3821,4831,22-01-2023,Card,Visa
TXN05016,M002,P4270,2083,26-06-2023,Cash,NA
TXN05017,M003,P1677,2953,04-05-2023,Card,Visa
TXN05018,M001,P0291,4070,04-07-2023,UPI,Visa
TXN05019,M002,P2212,1139,21-10-2023,Card,NA
TXN05020,M002,P3319,239,22-10-2023,UPI,Visa
TXN05021,M001,P0803,1153,14-06-2023,Card,NA
TXN05022,M003,P2213,394,29-11-2023,UPI,Master
TXN05023,M002,P4407,3795,26-11-2023,Cash,NA
TXN05024,M002,P1464,3011,02-08-2023,Cash,Visa
TXN05025,M003,P1155,3653,29-12-2023,UPI,Amex
TXN05026,M003,P4538,2904,20-11-2023,Card,Visa
TXN05027,M001,P1760,524,04-07-2023,Cash,Visa
TXN05028,M001,P0556,1785,08-09-2023,Cash,Amex
TXN05029,M003,P1952,4135,24-11-2023,Card,NA
TXN05030,M001,P0009,4506,01-12-2023,Card,NA
TXN05031,M003,P1694,1770,13-03-2023,UPI,NA
TXN05032,M002,P1672,3150,28-04-2023,UPI,Visa
TXN05033,M002,P3188,1045,03-11-2023,Card,Amex
TXN05034,M002,P0644,4722,22-04-2023,Card,Amex
TXN05035,M003,P2554,3070,11-09-2023,UPI,Master
TXN05036,M001,P2257,3378,05-01-2023,UPI,Master
TXN05037,M002,P0705,2986,05-09-2023,Card,NA
TXN05038,M002,P2498,4902,01-01-2023,Card,Amex
TXN05039,M002,P1538,1290,29-03-2023,Cash,Amex
TXN05040,M003,P3021,2998,07-11-2023,Cash,NA
TXN05041,M001,P0626,3436,04-01-2023,Card,Master
TXN05042,M003,P1921,842,14-12-2023,UPI,NA
TXN05043,M002,P2018,2945,26-01-2023,UPI,NA
TXN05044,M001,P3585,2743,21-11-2023,UPI,NA
TXN05045,M001,P1919,1836,23-12-2023,Card,NA
TXN05046,M003,P4388,876,05-12-2023,Cash,NA
TXN05047,M001,P0414,1975,06-10-2023,Cash,Visa
TXN05048,M002,P0785,1308,25-06-2023,UPI,Amex
TXN05049,M002,P2364,4151,06-04-2023,UPI,Amex
TXN05050,M003,P2357,519,26-01-2023,Card,Visa
TXN05051,M001,P2497,974,03-05-2023,UPI,Master
TXN05052,M002,P4443,1761,02-09-2023,Card,Master
TXN05053,M003,P4153,4311,19-05-2023,Card,Master
TXN05054,M001,P1447,1311,27-02-2023,Cash,NA
TXN05055,M001,P0578,3031,06-10-2023,Cash,Visa
TXN05056,M003,P1769,4583,03-02-2023,Cash,NA
TXN05057,M003,P0422,3327,02-05-2023,UPI,NA
TXN05058,M003,P3918,1127,20-06-2023,UPI,Amex
TXN05059,M001,P2687,2300,23-08-2023,Cash,Master
TXN05060,M003,P0088,4782,07-09-2023,Card,Visa
TXN05061,M003,P1804,3036,26-11-2023,Cash,Amex
TXN05062,M003,P1456,1317,05-02-2023,UPI,Amex
TXN05063,M002,P4417,4122,24-12-2023,UPI,NA
TXN05064,M003,P4294,2036,09-03-2023,Card,NA
TXN05065,M002,P4606,973,18-01-2023,Cash,Amex
TXN05066,M003,P2756,1613,01-01-2023,UPI,Amex
TXN05067,M002,P4990,483,26-12-2023,Cash,Visa
TXN05068,M001,P2881,3298,23-04-2023,Card,Amex
TXN05069,M002,P0416,3428,13-11-2023,UPI,NA
TXN05070,M001,P3353,3520,23-01-2023,Cash,NA
TXN05071,M001,P4439,1354,15-08-2023,UPI,Amex
TXN05072,M001,P2602,3866,05-08-2023,Card,Amex
TXN05073,M002,P3199,4673,07-01-2023,Card,NA
TXN05074,M003,P2604,4488,25-07-2023,Cash,Master
TXN05075,M002,P1681,2273,19-12-2023,UPI,Master
TXN05076,M002,P2933,4147,18-04-2023,UPI,NA
TXN05077,M002,P3438,2011,31-01-2023,Cash,Visa
TXN05078,M002,P2989,3860,02-12-2023,Cash,NA
TXN05079,M001,P1649,2627,12-06-2023,UPI,Amex
TXN05080,M001,P0894,860,04-02-2023,Card,Visa
TXN05081,M001,P2149,2667,22-09-2023,Cash,Master
TXN05082,M003,P3429,1155,24-03-2023,Card,NA
TXN05083,M002,P0768,1470,15-05-2023,Card,NA
TXN05084,M002,P0707,4427,19-10-2023,Cash,Master
TXN05085,M003,P1265,349,16-01-2023,Cash,Master
TXN05086,M002,P1584,4982,14-12-2023,Card,NA
TXN05087,M003,P0129,658,08-06-2023,Card,Visa
TXN05088,M002,P0751,3509,31-03-2023,Cash,Visa
TXN05089,M001,P2549,2511,07-12-2023,UPI,Amex
TXN05090,M001,P4465,3108,18-04-2023,Cash,Visa
TXN05091,M001,P3527,4716,06-05-2023,Card,NA
TXN05092,M001,P3488,383,09-03-2023,Card,Master
TXN05093,M002,P2854,4310,27-05-2023,UPI,Master
TXN05094,M002,P4847,2278,25-10-2023,Cash,Visa
TXN05095,M003,P0613,2336,26-11-2023,UPI,Visa
TXN05096,M002,P0210,2126,02-01-2023,Cash,Visa
TXN05097,M001,P3801,2909,08-03-2023,UPI,Visa
TXN05098,M001,P0852,3280,02-09-2023,Cash,Master
TXN05099,M001,P3756,4413,20-08-2023,UPI,NA
TXN05100,M003,P3157,3862,05-02-2023,UPI,Visa
TXN05101,M003,P2945,331,02-03-2023,UPI,NA
TXN05102,M003,P1235,3818,03-08-2023,Cash,NA
TXN05103,M003,P1714,4477,14-02-2023,Card,Visa
TXN05104,M002,P0621,2701,24-01-2023,Cash,Visa
TXN05105,M001,P3093,2563,31-12-2023,Cash,Master
TXN05106,M001,P0230,3328,18-11-2023,Cash,NA
TXN05107,M003,P0188,1385,09-09-2023,Cash,Amex
TXN05108,M002,P1565,4176,28-06-2023,Card,NA
TXN05109,M002,P0097,2216,03-06-2023,UPI,Visa
TXN05110,M002,P2138,826,28-06-2023,Cash,Amex
TXN05111,M003,P2194,1831,22-02-2023,Cash,Amex
TXN05112,M001,P4527,617,27-11-2023,Cash,Amex
TXN05113,M002,P2550,4375,01-01-2024,Cash,Amex
TXN05114,M002,P1518,1074,12-01-2023,Card,NA
TXN05115,M001,P3611,1450,09-06-2023,UPI,Visa
TXN05116,M002,P2969,2606,05-12-2023,Cash,NA
TXN05117,M001,P2713,696,22-04-2023,Card,NA
TXN05118,M003,P1571,2558,30-11-2023,UPI,Master
TXN05119,M002,P0364,1095,12-05-2023,Card,Visa
TXN05120,M001,P2390,1237,06-11-2023,Card,NA
TXN05121,M003,P2454,1333,31-10-2023,Card,Amex
TXN05122,M003,P1350,1695,09-11-2023,Cash,NA
TXN05123,M001,P1050,2565,21-06-2023,Cash,NA
TXN05124,M002,P3045,2894,14-05-2023,Cash,Amex
TXN05125,M002,P4326,4102,06-09-2023,Card,Master
TXN05126,M001,P2562,274,17-06-2023,Card,Master
TXN05127,M002,P2566,4835,05-01-2023,Cash,Visa
TXN05128,M003,P1176,4497,26-06-2023,Card,Visa
TXN05129,M002,P4044,3983,01-08-2023,Cash,Master
TXN05130,M001,P0590,1936,01-01-2023,Card,Master
TXN05131,M002,P1362,3030,11-12-2023,UPI,Master
TXN05132,M001,P4499,1945,23-06-2023,UPI,NA
TXN05133,M003,P3245,3864,13-01-2023,Card,Visa
TXN05134,M002,P0046,1392,10-06-2023,Card,NA
TXN05135,M001,P2283,176,17-05-2023,Card,Master
TXN05136,M001,P4167,2567,09-06-2023,UPI,Visa
TXN05137,M001,P4651,672,28-08-2023,Cash,NA
TXN05138,M001,P0804,2410,25-09-2023,Card,Master
TXN05139,M003,P0371,3071,25-04-2023,Cash,Visa
TXN05140,M001,P0995,1234,07-08-2023,Cash,NA
TXN05141,M002,P2573,4859,25-01-2023,Cash,Master
